Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2024-12-02,0.0199999995529651,0.0289999991655349,0.0199999995529651,0.0289999991655349,300,0.0,0.0,TIPS
2024-12-03,0.0289999991655349,0.0289999991655349,0.0289999991655349,0.0289999991655349,0,0.0,0.0,TIPS
2024-12-04,0.0199999995529651,0.0243999995291233,0.0199999995529651,0.0243999995291233,39893,0.0,0.0,TIPS
2024-12-10,0.0270000007003545,0.0270000007003545,0.0270000007003545,0.0270000007003545,1000,0.0,0.0,TIPS
2024-12-11,0.0199999995529651,0.0287999995052814,0.0199999995529651,0.0287999995052814,9800,0.0,0.0,TIPS
2024-12-12,0.0340000018477439,0.0340000018477439,0.0199999995529651,0.0287999995052814,1800,0.0,0.0,TIPS
2024-12-13,0.0287999995052814,0.0287999995052814,0.0287999995052814,0.0287999995052814,0,0.0,0.0,TIPS
2024-12-16,0.0219999998807907,0.0270000007003545,0.0219999998807907,0.0270000007003545,9200,0.0,0.0,TIPS
2024-12-17,0.0270000007003545,0.0270000007003545,0.0270000007003545,0.0270000007003545,0,0.0,0.0,TIPS
2024-12-18,0.0340000018477439,0.0340000018477439,0.0199999995529651,0.0270000007003545,16450,0.0,0.0,TIPS
2024-12-19,0.0270000007003545,0.0270000007003545,0.0270000007003545,0.0270000007003545,0,0.0,0.0,TIPS
2024-12-20,0.0270000007003545,0.0340000018477439,0.0209999997168779,0.0270000007003545,3500,0.0,0.0,TIPS
2024-12-23,0.0209999997168779,0.0270000007003545,0.0209999997168779,0.0270000007003545,4760,0.0,0.0,TIPS
2024-12-24,0.0199999995529651,0.0270000007003545,0.0199999995529651,0.0270000007003545,300,0.0,0.0,TIPS
2024-12-26,0.0199999995529651,0.0280000008642673,0.0199999995529651,0.0280000008642673,5450,0.0,0.0,TIPS
